"crop;disease;visual_description;treatment;formality"
"Rice;Brown Spot;Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;It is advisable to employ tailored fungicidal treatments specifically aimed at eradicating the pathogens associated with brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;It is recommended to adopt specialized fungicidal treatments targeting the causative agents responsible for brown spot in rice.;formal"
"Rice;Brown Spot;The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;It is advisable to implement precise fungicidal treatments tailored to combat the pathogens implicated in brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;The administration of specific fungicidal treatments targeting the pathogens accountable for brown spot in rice is recommended.;formal"
"Rice;Brown Spot;Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;It is advisable to employ tailored fungicidal treatments specifically aimed at eradicating the pathogens associated with brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;It is recommended to adopt specialized fungicidal treatments targeting the causative agents responsible for brown spot in rice.;formal"
"Rice;Brown Spot;The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;It is advisable to implement precise fungicidal treatments tailored to combat the pathogens implicated in brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;The administration of specific fungicidal treatments targeting the pathogens accountable for brown spot in rice is recommended.;formal"
"Rice;Brown Spot;Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;It is advisable to employ tailored fungicidal treatments specifically aimed at eradicating the pathogens associated with brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;It is recommended to adopt specialized fungicidal treatments targeting the causative agents responsible for brown spot in rice.;formal"
"Rice;Brown Spot;The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;It is advisable to implement precise fungicidal treatments tailored to combat the pathogens implicated in brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice manifests as discrete circular to oval lesions with light brown centers and well-defined dark brown margins, scattered across the leaf surface.;The administration of specific fungicidal treatments targeting the pathogens accountable for brown spot in rice is recommended.;formal"
"Rice;Brown Spot;Identified by the emergence of small circular to oval lesions with light brown centers and prominent dark brown margins, brown spot in rice occurs in a scattered pattern across the leaf blades.;It is advisable to employ tailored fungicidal treatments specifically aimed at eradicating the pathogens associated with brown spot in rice.;formal"
"Rice;Brown Spot;Brown spot in rice is recognizable by the development of discrete circular to oval lesions featuring light brown centers and distinct dark brown margins, distributed across the leaf surface.;It is recommended to adopt specialized fungicidal treatments targeting the causative agents responsible for brown spot in rice.;formal"
"Rice;Brown Spot;The occurrence of brown spot in rice is characterized by the presence of small circular to oval lesions with light brown centers and prominent dark brown margins, scattered throughout the foliage.;It is advisable to implement precise fungicidal treatments tailored to combat the pathogens implicated in brown spot in rice.;formal"
