crop;disease;visual_description;treatment;formality
Rice;Hispa;You'll see those sneaky little bugs chomping away at the edges of your rice leaves, leaving behind chewed-up holes like they're on a mission!;Time to grab some bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Take a look at your rice plants – those leaves are looking ragged with all those chewed-up holes around the edges, and you'll spot those pesky black bugs hanging around too!;Let's get some bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Check out your rice field – those leaves are getting torn up with chewed edges, and you'll see those little black critters crawling all over 'em!;It's time to bust out the bug spray and give those hispa pests a taste of their own medicine!;informal
Rice;Hispa;You'll see those rice leaves looking all tattered with chewed-up edges, and if you take a closer look, you'll find those tiny black bugs causing all the trouble!;Better grab some bug spray and send those hispa pests packing!;informal
Rice;Hispa;Look at those rice plants – the leaves are full of holes around the edges, and you'll spot those little black bugs scuttling around like they own the place!;It's time to bring out the bug spray and teach those hispa pests a lesson!;informal
Rice;Hispa;Check out your rice field – those leaves are getting shredded with all those chewed-up edges, and you'll find those tiny black bugs feasting away!;Let's grab some bug spray and put an end to those hispa pests' buffet!;informal
Rice;Hispa;Take a peek at your rice plants – the leaves are getting munched on, leaving behind ragged edges, and those little black bugs are having a field day!;It's bug spray time to get rid of those hispa pests once and for all!;informal
Rice;Hispa;You'll notice those rice leaves looking worse for wear with all those chewed-up edges, and if you look closely, you'll see those tiny black bugs causing the damage!;Time to break out the bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Look at your rice field – those leaves are getting torn up with chewed edges, and you'll spot those pesky black bugs making themselves at home!;It's time to grab some bug spray and give those hispa pests a rude awakening!;informal
Rice;Hispa;Check out your rice plants – those leaves are looking pretty rough with all those chewed-up holes around the edges, and you'll see those little black bugs happily munching away!;Better grab some bug spray and put an end to those hispa pests' party!;informal
Rice;Hispa;You'll see those sneaky little bugs chomping away at the edges of your rice leaves, leaving behind chewed-up holes like they're on a mission!;Time to grab some bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Take a look at your rice plants – those leaves are looking ragged with all those chewed-up holes around the edges, and you'll spot those pesky black bugs hanging around too!;Let's get some bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Check out your rice field – those leaves are getting torn up with chewed edges, and you'll see those little black critters crawling all over 'em!;It's time to bust out the bug spray and give those hispa pests a taste of their own medicine!;informal
Rice;Hispa;You'll see those rice leaves looking all tattered with chewed-up edges, and if you take a closer look, you'll find those tiny black bugs causing all the trouble!;Better grab some bug spray and send those hispa pests packing!;informal
Rice;Hispa;Look at those rice plants – the leaves are full of holes around the edges, and you'll spot those little black bugs scuttling around like they own the place!;It's time to bring out the bug spray and teach those hispa pests a lesson!;informal
Rice;Hispa;Check out your rice field – those leaves are getting shredded with all those chewed-up edges, and you'll find those tiny black bugs feasting away!;Let's grab some bug spray and put an end to those hispa pests' buffet!;informal
Rice;Hispa;Take a peek at your rice plants – the leaves are getting munched on, leaving behind ragged edges, and those little black bugs are having a field day!;It's bug spray time to get rid of those hispa pests once and for all!;informal
Rice;Hispa;You'll notice those rice leaves looking worse for wear with all those chewed-up edges, and if you look closely, you'll see those tiny black bugs causing the damage!;Time to break out the bug spray and show those hispa pests who's boss!;informal
Rice;Hispa;Look at your rice field – those leaves are getting torn up with chewed edges, and you'll spot those pesky black bugs making themselves at home!;It's time to grab some bug spray and give those hispa pests a rude awakening!;informal
